0.5,-0.55,0.36
0.4,-0.55,0.36
0.65,-0.55,0.36
0.65,-0.55,0.21
0.65,-0.49,0.21
0.65,-0.43,0.31

0.72,-0.495,0.31
0.45,-0.495,0.385
0.59,-0.495,0.385
0.59,-0.495,0.16
0.45,-0.495,0.16

0.5,-0.45,0.2
0.5,-0.45,0.35
0.65,-0.45,0.35
0.65,-0.65,0.35
0.5,-0.65,0.35
0.5,-0.65,0.2

0.52,-0.65,0.1
0.72,-0.65,0.3
0.72,-0.45,0.3




